jour,stock_solide,stock_liquide,cout_moyen_solide,cout_moyen_liquide,date
351,3944.900565288348,7581.099434711657,155.65581818181818,223.11180751107656,2025-12-17
352,3306.208664172763,7513.791335827242,155.65581818181818,222.92097292297862,2025-12-18
353,2751.02387232573,7409.976127674275,155.65581818181818,222.76511926279002,2025-12-19
354,2379.8841312596014,7781.115868740403,155.65581818181818,222.66451088344854,2025-12-20
355,2062.5824712912163,7365.417528708788,155.65581818181818,222.58580889922334,2025-12-21
356,1513.2782767594822,7914.721723240522,155.65581818181818,222.4518620551587,2025-12-22
357,1232.6910030706258,8195.308996929378,155.65581818181818,222.39036991934844,2025-12-23
358,1232.6910030706258,8195.308996929378,155.65581818181818,222.39036991934844,2025-12-24
359,542.0266250970311,8191.973374902973,155.65581818181818,222.2555514761323,2025-12-25
360,16.23461293009916,8038.765387069905,155.65581818181818,222.1590672338521,2025-12-26
361,0.0,8055.000000000005,155.65581818181818,222.156037480097,2025-12-27
362,0.0,7388.000000000005,155.65581818181818,222.156037480097,2025-12-28
363,0.0,7388.000000000005,155.65581818181818,222.156037480097,2025-12-29
364,0.0,7388.000000000005,155.65581818181818,222.156037480097,2025-12-30
365,0.0,6714.000000000005,155.65581818181818,222.15603748009704,2025-12-31
